HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
2.75,2.50,3.00,"Pusat : KOTA KINABALU, SABAH",PISANG MAS,KILOGRAM,2023-02-13 23:55:43.720212
5.10,4.90,5.30,"Pusat : KOTA KINABALU, SABAH",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:43.801526
.38,.37,.38,"Pusat : KOTA KINABALU, SABAH",TELUR AYAM,BIJI,2023-02-13 23:55:43.908850
2.00,2.00,2.00,"Pusat : KOTA KINABALU, SABAH",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:43.994010
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:44.075691
2.90,2.80,3.00,"Pusat : KOTA KINABALU, SABAH",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:44.157924
7.00,7.00,7.00,"Pusat : KOTA KINABALU, SABAH",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:44.240311
3.75,3.50,4.00,"Pusat : KOTA KINABALU, SABAH",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:44.321736
8.95,8.40,9.50,"Pusat : KUCHING, SARAWAK",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:44.405741
3.25,3.00,3.50,"Pusat : KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:44.486102
5.50,5.00,6.00,"Pusat : KUCHING, SARAWAK",BAYAM,KILOGRAM,2023-02-13 23:55:44.569774
1.00,.90,1.10,"Pusat : KUCHING, SARAWAK",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:44.653873
16.00,14.00,18.00,"Pusat : KUCHING, SARAWAK",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:44.737770
9.00,8.00,10.00,"Pusat : KUCHING, SARAWAK",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:44.824848
22.00,22.00,22.00,"Pusat : KUCHING, SARAWAK",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:44.913187
7.50,7.00,8.00,"Pusat : KUCHING, SARAWAK",KACANG BENDI,KILOGRAM,2023-02-13 23:55:44.998695
7.50,7.00,8.00,"Pusat : KUCHING, SARAWAK",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:45.102014
6.00,5.50,6.50,"Pusat : KUCHING, SARAWAK",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:45.186729
3.75,3.50,4.00,"Pusat : KUCHING, SARAWAK",KANGKUNG,KILOGRAM,2023-02-13 23:55:45.275369
2.40,2.40,2.40,"Pusat : KUCHING, SARAWAK",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:45.357588
2.50,2.50,2.50,"Pusat : KUCHING, SARAWAK",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:45.439943
3.00,3.00,3.00,"Pusat : KUCHING, SARAWAK",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:45.528038
3.75,3.50,4.00,"Pusat : KUCHING, SARAWAK",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:45.614927
6.50,6.50,6.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM HIDUP,KILOGRAM,2023-02-13 23:55:45.706797
7.00,7.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:45.790793
2.75,2.50,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:45.889015
5.00,5.00,5.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:45.978861
8.50,8.00,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:46.061810
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAYAM,KILOGRAM,2023-02-13 23:55:46.143973
4.00,4.00,4.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:46.223733
2.75,2.50,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BETIK SEKAKI,KILOGRAM,2023-02-13 23:55:46.298155
1.25,1.20,1.30,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:46.379858
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI HIJAU,KILOGRAM,2023-02-13 23:55:46.489353
12.50,12.00,13.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:46.576778
10.50,10.00,11.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:46.651975
15.00,15.00,15.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:46.734891
17.50,17.00,18.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:46.816394
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:46.911521
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BENDI,KILOGRAM,2023-02-13 23:55:46.994242
12.00,12.00,12.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:47.096931
9.00,9.00,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:47.179042
7.00,7.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KANGKUNG,KILOGRAM,2023-02-13 23:55:47.263969
2.00,2.00,2.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:47.346835
6.00,6.00,6.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:47.434674
6.50,6.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:47.514124
2.65,2.50,2.80,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:47.595993
2.65,2.50,2.80,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:47.681296
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:47.770315
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:47.859829
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG MAS,KILOGRAM,2023-02-13 23:55:47.944551
6.00,6.00,6.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:48.027744
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:48.113472
.44,.44,.44,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-13 23:55:48.195984
.43,.43,.43,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-13 23:55:48.283313
.42,.42,.42,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-13 23:55:48.366638
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:48.452791
8.75,8.50,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:48.538469
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:48.635857
5.00,5.00,5.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:48.717038
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:48.801836
