HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
2.75,2.50,3.00,"Pusat : KOTA KINABALU, SABAH",PISANG MAS,KILOGRAM,2023-02-04 11:09:32.444049
5.10,4.90,5.30,"Pusat : KOTA KINABALU, SABAH",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:32.448037
.38,.37,.38,"Pusat : KOTA KINABALU, SABAH",TELUR AYAM,BIJI,2023-02-04 11:09:32.450416
2.00,2.00,2.00,"Pusat : KOTA KINABALU, SABAH",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:32.453023
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:32.456015
2.90,2.80,3.00,"Pusat : KOTA KINABALU, SABAH",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:32.459007
7.00,7.00,7.00,"Pusat : KOTA KINABALU, SABAH",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.462239
3.75,3.50,4.00,"Pusat : KOTA KINABALU, SABAH",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:32.464991
8.95,8.40,9.50,"Pusat : KUCHING, SARAWAK",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:32.467983
3.25,3.00,3.50,"Pusat : KUCHING, SARAWAK",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:32.470976
5.50,5.00,6.00,"Pusat : KUCHING, SARAWAK",BAYAM,KILOGRAM,2023-02-04 11:09:32.473073
1.00,.90,1.10,"Pusat : KUCHING, SARAWAK",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.475962
16.00,14.00,18.00,"Pusat : KUCHING, SARAWAK",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:32.478956
9.00,8.00,10.00,"Pusat : KUCHING, SARAWAK",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.481946
22.00,22.00,22.00,"Pusat : KUCHING, SARAWAK",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.483940
7.50,7.00,8.00,"Pusat : KUCHING, SARAWAK",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.486932
7.50,7.00,8.00,"Pusat : KUCHING, SARAWAK",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.489012
6.00,5.50,6.50,"Pusat : KUCHING, SARAWAK",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.490922
3.75,3.50,4.00,"Pusat : KUCHING, SARAWAK",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.493917
2.40,2.40,2.40,"Pusat : KUCHING, SARAWAK",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:32.497903
2.50,2.50,2.50,"Pusat : KUCHING, SARAWAK",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.500895
3.00,3.00,3.00,"Pusat : KUCHING, SARAWAK",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.502890
3.75,3.50,4.00,"Pusat : KUCHING, SARAWAK",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:32.504884
6.50,6.50,6.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM HIDUP,KILOGRAM,2023-02-04 11:09:32.507876
7.00,7.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:32.510872
2.75,2.50,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:32.523833
5.00,5.00,5.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:32.536799
8.50,8.00,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 11:09:32.542783
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BAYAM,KILOGRAM,2023-02-04 11:09:32.590194
4.00,4.00,4.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BELIMBING (B10),KILOGRAM,2023-02-04 11:09:32.605155
2.75,2.50,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BETIK SEKAKI,KILOGRAM,2023-02-04 11:09:32.610141
1.25,1.20,1.30,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.614130
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI HIJAU,KILOGRAM,2023-02-04 11:09:32.618119
12.50,12.00,13.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:32.621111
10.50,10.00,11.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:32.626098
15.00,15.00,15.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 11:09:32.630087
17.50,17.00,18.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.635076
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.638126
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.641059
12.00,12.00,12.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.645092
9.00,9.00,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.647221
7.00,7.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.650207
2.00,2.00,2.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.653199
6.00,6.00,6.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:32.656191
6.50,6.00,7.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:32.658186
2.65,2.50,2.80,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:32.661179
2.65,2.50,2.80,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 11:09:32.665168
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.667162
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.670154
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",PISANG MAS,KILOGRAM,2023-02-04 11:09:32.672148
6.00,6.00,6.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:32.675141
8.00,8.00,8.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:32.678134
.44,.44,.44,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-04 11:09:32.681125
.43,.43,.43,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-04 11:09:32.683119
.42,.42,.42,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TELUR AYAM,BIJI,2023-02-04 11:09:32.685114
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:32.688105
8.75,8.50,9.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:32.690100
4.50,4.50,4.50,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:32.693093
5.00,5.00,5.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.696086
3.00,3.00,3.00,"Pusat : KUALA LUMPUR, W.P. KUALA LUMPUR",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:32.699077
