Year,Month,Strata,Main groups,Index Value
2020,NOV,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.1
2020,NOV,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.0
2020,NOV,Urban,Health,125.4
2020,NOV,Urban,Transport,102.8
2020,NOV,Urban,Communication,97.3
2020,NOV,Urban,Recreation Services and Culture,112.3
2020,NOV,Urban,Education,121.8
2020,NOV,Urban,Restaurants and Hotels,133.8
2020,NOV,Urban,Miscellaneous Goods and Services,116.9
2020,DEC,Urban,Total,121.2
2020,DEC,Urban,Food and Non- Alcoholic Beverages,138.1
2020,DEC,Urban,Alcoholic Beverages and Tobacco,166.8
2020,DEC,Urban,Clothing and Footware,91.7
2020,DEC,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.1
2020,DEC,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2020,DEC,Urban,Health,125.3
2020,DEC,Urban,Transport,105.9
2020,DEC,Urban,Communication,97.3
2020,DEC,Urban,Recreation Services and Culture,112.4
2020,DEC,Urban,Education,121.8
2020,DEC,Urban,Restaurants and Hotels,133.8
2020,DEC,Urban,Miscellaneous Goods and Services,116.7
2020,JAN,Rural,Total,119.8
2020,JAN,Rural,Food and Non- Alcoholic Beverages,127.2
2020,JAN,Rural,Alcoholic Beverages and Tobacco,174.3
2020,JAN,Rural,Clothing and Footware,98.9
2020,JAN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.1
2020,JAN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.8
2020,JAN,Rural,Health,119.1
2020,JAN,Rural,Transport,113.4
2020,JAN,Rural,Communication,98.6
2020,JAN,Rural,Recreation Services and Culture,112.3
2020,JAN,Rural,Education,115.5
2020,JAN,Rural,Restaurants and Hotels,125.1
2020,JAN,Rural,Miscellaneous Goods and Services,114.6
2020,FEB,Rural,Total,119.8
2020,FEB,Rural,Food and Non- Alcoholic Beverages,127.2
2020,FEB,Rural,Alcoholic Beverages and Tobacco,174.3
2020,FEB,Rural,Clothing and Footware,98.9
2020,FEB,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.5
2020,FEB,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.8
2020,FEB,Rural,Health,119.5
2020,FEB,Rural,Transport,112.7
2020,FEB,Rural,Communication,98.6
2020,FEB,Rural,Recreation Services and Culture,112.5
2020,FEB,Rural,Education,115.5
2020,FEB,Rural,Restaurants and Hotels,125.1
2020,FEB,Rural,Miscellaneous Goods and Services,114.7
2020,MAR,Rural,Total,118.3
2020,MAR,Rural,Food and Non- Alcoholic Beverages,127.2
2020,MAR,Rural,Alcoholic Beverages and Tobacco,174.3
2020,MAR,Rural,Clothing and Footware,98.9
2020,MAR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.5
2020,MAR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.8
2020,MAR,Rural,Health,120.3
2020,MAR,Rural,Transport,102.1
2020,MAR,Rural,Communication,98.6
2020,MAR,Rural,Recreation Services and Culture,112.5
2020,MAR,Rural,Education,115.5
2020,MAR,Rural,Restaurants and Hotels,125.1
2020,MAR,Rural,Miscellaneous Goods and Services,115.1
2020,APR,Rural,Total,114.8
2020,APR,Rural,Food and Non- Alcoholic Beverages,126.8
2020,APR,Rural,Alcoholic Beverages and Tobacco,174.3
2020,APR,Rural,Clothing and Footware,99.0
2020,APR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.4
2020,APR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.3
2020,APR,Rural,Health,120.5
2020,APR,Rural,Transport,86.9
2020,APR,Rural,Communication,98.6
2020,APR,Rural,Recreation Services and Culture,112.5
2020,APR,Rural,Education,115.5
2020,APR,Rural,Restaurants and Hotels,125.2
2020,APR,Rural,Miscellaneous Goods and Services,114.8
2020,MAY,Rural,Total,115.1
2020,MAY,Rural,Food and Non- Alcoholic Beverages,127.1
2020,MAY,Rural,Alcoholic Beverages and Tobacco,174.3
2020,MAY,Rural,Clothing and Footware,99.0
2020,MAY,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.3
2020,MAY,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.4
2020,MAY,Rural,Health,120.5
2020,MAY,Rural,Transport,87.7
2020,MAY,Rural,Communication,98.6
2020,MAY,Rural,Recreation Services and Culture,112.6
2020,MAY,Rural,Education,115.4
2020,MAY,Rural,Restaurants and Hotels,125.2
2020,MAY,Rural,Miscellaneous Goods and Services,115.1
2020,JUN,Rural,Total,116.5
2020,JUN,Rural,Food and Non- Alcoholic Beverages,127.7
2020,JUN,Rural,Alcoholic Beverages and Tobacco,174.4
2020,JUN,Rural,Clothing and Footware,99.0
2020,JUN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.3
2020,JUN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.4
2020,JUN,Rural,Health,120.7
2020,JUN,Rural,Transport,95.6
2020,JUN,Rural,Communication,98.6
2020,JUN,Rural,Recreation Services and Culture,112.7
2020,JUN,Rural,Education,115.4
2020,JUN,Rural,Restaurants and Hotels,125.2
2020,JUN,Rural,Miscellaneous Goods and Services,115.6
2020,JUL,Rural,Total,117.3
2020,JUL,Rural,Food and Non- Alcoholic Beverages,127.7
2020,JUL,Rural,Alcoholic Beverages and Tobacco,174.4
2020,JUL,Rural,Clothing and Footware,99.0
2020,JUL,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.3
2020,JUL,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.4
2020,JUL,Rural,Health,120.7
2020,JUL,Rural,Transport,100.6
2020,JUL,Rural,Communication,98.6
2020,JUL,Rural,Recreation Services and Culture,112.8
2020,JUL,Rural,Education,115.5
2020,JUL,Rural,Restaurants and Hotels,125.2
2020,JUL,Rural,Miscellaneous Goods and Services,116.0
2020,AUG,Rural,Total,117.2
2020,AUG,Rural,Food and Non- Alcoholic Beverages,127.6
2020,AUG,Rural,Alcoholic Beverages and Tobacco,174.5
2020,AUG,Rural,Clothing and Footware,98.9
2020,AUG,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.5
2020,AUG,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.5
2020,AUG,Rural,Health,120.8
2020,AUG,Rural,Transport,100.3
2020,AUG,Rural,Communication,98.6
2020,AUG,Rural,Recreation Services and Culture,112.1
2020,AUG,Rural,Education,115.6
2020,AUG,Rural,Restaurants and Hotels,125.1
2020,AUG,Rural,Miscellaneous Goods and Services,116.8
2020,SEP,Rural,Total,117.2
2020,SEP,Rural,Food and Non- Alcoholic Beverages,127.5
2020,SEP,Rural,Alcoholic Beverages and Tobacco,174.5
2020,SEP,Rural,Clothing and Footware,98.8
2020,SEP,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.5
2020,SEP,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.6
2020,SEP,Rural,Health,120.7
2020,SEP,Rural,Transport,100.1
2020,SEP,Rural,Communication,98.6
2020,SEP,Rural,Recreation Services and Culture,112.1
2020,SEP,Rural,Education,115.7
2020,SEP,Rural,Restaurants and Hotels,125.2
2020,SEP,Rural,Miscellaneous Goods and Services,116.8
2020,OCT,Rural,Total,117.2
2020,OCT,Rural,Food and Non- Alcoholic Beverages,127.6
2020,OCT,Rural,Alcoholic Beverages and Tobacco,174.5
2020,OCT,Rural,Clothing and Footware,98.8
2020,OCT,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.5
2020,OCT,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.6
2020,OCT,Rural,Health,120.8
2020,OCT,Rural,Transport,99.8
2020,OCT,Rural,Communication,98.6
2020,OCT,Rural,Recreation Services and Culture,112.1
2020,OCT,Rural,Education,115.7
2020,OCT,Rural,Restaurants and Hotels,125.3
2020,OCT,Rural,Miscellaneous Goods and Services,116.7
2020,NOV,Rural,Total,117.0
2020,NOV,Rural,Food and Non- Alcoholic Beverages,127.7
2020,NOV,Rural,Alcoholic Beverages and Tobacco,174.5
2020,NOV,Rural,Clothing and Footware,98.9
2020,NOV,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.6
2020,NOV,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.5
2020,NOV,Rural,Health,120.8
2020,NOV,Rural,Transport,98.7
2020,NOV,Rural,Communication,98.6
2020,NOV,Rural,Recreation Services and Culture,112.2
2020,NOV,Rural,Education,115.6
2020,NOV,Rural,Restaurants and Hotels,125.1
2020,NOV,Rural,Miscellaneous Goods and Services,116.6
2020,DEC,Rural,Total,117.8
2020,DEC,Rural,Food and Non- Alcoholic Beverages,128.3
2020,DEC,Rural,Alcoholic Beverages and Tobacco,174.5
2020,DEC,Rural,Clothing and Footware,98.9
2020,DEC,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.6
2020,DEC,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.5
2020,DEC,Rural,Health,120.8
2020,DEC,Rural,Transport,102.4
2020,DEC,Rural,Communication,98.6
2020,DEC,Rural,Recreation Services and Culture,112.1
2020,DEC,Rural,Education,115.6
2020,DEC,Rural,Restaurants and Hotels,125.1
2020,DEC,Rural,Miscellaneous Goods and Services,116.4
2021,JAN,Urban,Total,122.7
2021,JAN,Urban,Food and Non- Alcoholic Beverages,138.4
2021,JAN,Urban,Alcoholic Beverages and Tobacco,166.9
2021,JAN,Urban,Clothing and Footware,91.6
2021,JAN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.3
2021,JAN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.4
2021,JAN,Urban,Health,125.4
2021,JAN,Urban,Transport,109.7
2021,JAN,Urban,Communication,97.3
2021,JAN,Urban,Recreation Services and Culture,112.4
2021,JAN,Urban,Education,121.8
2021,JAN,Urban,Restaurants and Hotels,134.1
2021,JAN,Urban,Miscellaneous Goods and Services,116.7
2021,FEB,Urban,Total,123.0
2021,FEB,Urban,Food and Non- Alcoholic Beverages,138.3
2021,FEB,Urban,Alcoholic Beverages and Tobacco,166.9
2021,FEB,Urban,Clothing and Footware,91.6
2021,FEB,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.5
2021,FEB,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.6
2021,FEB,Urban,Health,125.5
2021,FEB,Urban,Transport,112.1
2021,FEB,Urban,Communication,97.3
2021,FEB,Urban,Recreation Services and Culture,112.5
2021,FEB,Urban,Education,121.8
2021,FEB,Urban,Restaurants and Hotels,134.0
2021,FEB,Urban,Miscellaneous Goods and Services,116.3
2021,MAR,Urban,Total,123.5
2021,MAR,Urban,Food and Non- Alcoholic Beverages,138.4
2021,MAR,Urban,Alcoholic Beverages and Tobacco,167.0
2021,MAR,Urban,Clothing and Footware,91.6
2021,MAR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.6
2021,MAR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",119.4
2021,MAR,Urban,Health,125.6
2021,MAR,Urban,Transport,114.7
2021,MAR,Urban,Communication,97.3
2021,MAR,Urban,Recreation Services and Culture,112.8
2021,MAR,Urban,Education,121.7
2021,MAR,Urban,Restaurants and Hotels,134.1
2021,MAR,Urban,Miscellaneous Goods and Services,116.2
2021,APR,Urban,Total,123.6
2021,APR,Urban,Food and Non- Alcoholic Beverages,138.7
2021,APR,Urban,Alcoholic Beverages and Tobacco,167.1
2021,APR,Urban,Clothing and Footware,91.4
2021,APR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.6
2021,APR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",119.9
2021,APR,Urban,Health,125.6
2021,APR,Urban,Transport,114.7
2021,APR,Urban,Communication,97.3
2021,APR,Urban,Recreation Services and Culture,113.0
2021,APR,Urban,Education,121.9
2021,APR,Urban,Restaurants and Hotels,134.3
2021,APR,Urban,Miscellaneous Goods and Services,116.2
2021,MAY,Urban,Total,123.7
2021,MAY,Urban,Food and Non- Alcoholic Beverages,138.5
2021,MAY,Urban,Alcoholic Beverages and Tobacco,167.2
2021,MAY,Urban,Clothing and Footware,91.4
2021,MAY,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.7
2021,MAY,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.2
2021,MAY,Urban,Health,125.6
2021,MAY,Urban,Transport,115.0
2021,MAY,Urban,Communication,97.3
2021,MAY,Urban,Recreation Services and Culture,112.9
2021,MAY,Urban,Education,121.9
2021,MAY,Urban,Restaurants and Hotels,134.4
2021,MAY,Urban,Miscellaneous Goods and Services,116.2
2021,JUN,Urban,Total,123.7
2021,JUN,Urban,Food and Non- Alcoholic Beverages,138.9
2021,JUN,Urban,Alcoholic Beverages and Tobacco,167.3
2021,JUN,Urban,Clothing and Footware,91.4
2021,JUN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.7
2021,JUN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.2
2021,JUN,Urban,Health,125.7
2021,JUN,Urban,Transport,114.8
2021,JUN,Urban,Communication,97.3
2021,JUN,Urban,Recreation Services and Culture,113.0
2021,JUN,Urban,Education,121.9
2021,JUN,Urban,Restaurants and Hotels,134.4
2021,JUN,Urban,Miscellaneous Goods and Services,116.3
2021,JAN,Rural,Total,119.2
2021,JAN,Rural,Food and Non- Alcoholic Beverages,128.5
2021,JAN,Rural,Alcoholic Beverages and Tobacco,174.5
2021,JAN,Rural,Clothing and Footware,98.8
2021,JAN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.8
2021,JAN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.0
2021,JAN,Rural,Health,120.9
2021,JAN,Rural,Transport,106.7
2021,JAN,Rural,Communication,98.6
2021,JAN,Rural,Recreation Services and Culture,112.2
2021,JAN,Rural,Education,115.7
2021,JAN,Rural,Restaurants and Hotels,125.3
2021,JAN,Rural,Miscellaneous Goods and Services,116.6
2021,FEB,Rural,Total,119.7
2021,FEB,Rural,Food and Non- Alcoholic Beverages,128.8
2021,FEB,Rural,Alcoholic Beverages and Tobacco,174.6
2021,FEB,Rural,Clothing and Footware,98.9
2021,FEB,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.9
2021,FEB,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.0
2021,FEB,Rural,Health,120.8
2021,FEB,Rural,Transport,109.6
2021,FEB,Rural,Communication,98.7
2021,FEB,Rural,Recreation Services and Culture,112.4
2021,FEB,Rural,Education,115.7
2021,FEB,Rural,Restaurants and Hotels,125.2
2021,FEB,Rural,Miscellaneous Goods and Services,116.4
2021,MAR,Rural,Total,120.1
2021,MAR,Rural,Food and Non- Alcoholic Beverages,128.7
2021,MAR,Rural,Alcoholic Beverages and Tobacco,174.6
2021,MAR,Rural,Clothing and Footware,98.9
2021,MAR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.9
2021,MAR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.1
2021,MAR,Rural,Health,120.9
2021,MAR,Rural,Transport,112.5
2021,MAR,Rural,Communication,98.7
2021,MAR,Rural,Recreation Services and Culture,112.8
2021,MAR,Rural,Education,115.7
2021,MAR,Rural,Restaurants and Hotels,125.3
2021,MAR,Rural,Miscellaneous Goods and Services,116.2
2021,APR,Rural,Total,120.4
2021,APR,Rural,Food and Non- Alcoholic Beverages,129.3
2021,APR,Rural,Alcoholic Beverages and Tobacco,174.6
2021,APR,Rural,Clothing and Footware,99.0
2021,APR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.9
2021,APR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.1
2021,APR,Rural,Health,120.9
2021,APR,Rural,Transport,112.6
2021,APR,Rural,Communication,98.7
2021,APR,Rural,Recreation Services and Culture,113.0
2021,APR,Rural,Education,115.8
2021,APR,Rural,Restaurants and Hotels,125.4
2021,APR,Rural,Miscellaneous Goods and Services,116.2
2021,MAY,Rural,Total,120.3
2021,MAY,Rural,Food and Non- Alcoholic Beverages,129.0
2021,MAY,Rural,Alcoholic Beverages and Tobacco,174.6
2021,MAY,Rural,Clothing and Footware,98.9
2021,MAY,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.9
2021,MAY,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.2
2021,MAY,Rural,Health,121.0
2021,MAY,Rural,Transport,112.8
2021,MAY,Rural,Communication,98.7
2021,MAY,Rural,Recreation Services and Culture,112.9
2021,MAY,Rural,Education,115.8
2021,MAY,Rural,Restaurants and Hotels,125.3
2021,MAY,Rural,Miscellaneous Goods and Services,116.4
2021,JUN,Rural,Total,120.4
2021,JUN,Rural,Food and Non- Alcoholic Beverages,129.4
2021,JUN,Rural,Alcoholic Beverages and Tobacco,174.6
2021,JUN,Rural,Clothing and Footware,98.9
2021,JUN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.9
2021,JUN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.2
2021,JUN,Rural,Health,120.9
2021,JUN,Rural,Transport,112.8
2021,JUN,Rural,Communication,98.7
2021,JUN,Rural,Recreation Services and Culture,112.9
2021,JUN,Rural,Education,115.8
2021,JUN,Rural,Restaurants and Hotels,125.3
2021,JUN,Rural,Miscellaneous Goods and Services,116.5
2021,JUL,Urban,Total,123.1
2021,JUL,Urban,Food and Non- Alcoholic Beverages,139.0
2021,JUL,Urban,Alcoholic Beverages and Tobacco,167.2
2021,JUL,Urban,Clothing and Footware,91.4
2021,JUL,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.7
2021,JUL,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.2
2021,JUL,Urban,Health,125.7
2021,JUL,Urban,Transport,115.1
2021,JUL,Urban,Communication,97.3
2021,JUL,Urban,Recreation Services and Culture,113.0
2021,JUL,Urban,Education,121.9
2021,JUL,Urban,Restaurants and Hotels,134.5
2021,JUL,Urban,Miscellaneous Goods and Services,116.3
2021,JUL,Rural,Total,119.8
2021,JUL,Rural,Food and Non- Alcoholic Beverages,129.4
2021,JUL,Rural,Alcoholic Beverages and Tobacco,174.6
2021,JUL,Rural,Clothing and Footware,98.9
2021,JUL,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.7
2021,JUL,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.2
2021,JUL,Rural,Health,120.9
2021,JUL,Rural,Transport,112.9
2021,JUL,Rural,Communication,98.7
2021,JUL,Rural,Recreation Services and Culture,112.9
2021,JUL,Rural,Education,115.8
2021,JUL,Rural,Restaurants and Hotels,125.4
2021,JUL,Rural,Miscellaneous Goods and Services,116.5
2021,AUG,Urban,Total,123.1
2021,AUG,Urban,Food and Non- Alcoholic Beverages,139.0
2021,AUG,Urban,Alcoholic Beverages and Tobacco,167.3
2021,AUG,Urban,Clothing and Footware,91.3
2021,AUG,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.8
2021,AUG,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.3
2021,AUG,Urban,Health,125.7
2021,AUG,Urban,Transport,115.0
2021,AUG,Urban,Communication,97.3
2021,AUG,Urban,Recreation Services and Culture,113.0
2021,AUG,Urban,Education,121.8
2021,AUG,Urban,Restaurants and Hotels,134.5
2021,AUG,Urban,Miscellaneous Goods and Services,116.3
2021,AUG,Rural,Total,119.8
2021,AUG,Rural,Food and Non- Alcoholic Beverages,129.5
2021,AUG,Rural,Alcoholic Beverages and Tobacco,174.7
2021,AUG,Rural,Clothing and Footware,98.9
2021,AUG,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.7
2021,AUG,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.2
2021,AUG,Rural,Health,120.9
2021,AUG,Rural,Transport,112.9
2021,AUG,Rural,Communication,98.7
2021,AUG,Rural,Recreation Services and Culture,112.9
2021,AUG,Rural,Education,115.5
2021,AUG,Rural,Restaurants and Hotels,125.4
2021,AUG,Rural,Miscellaneous Goods and Services,116.5
2021,SEP,Urban,Total,123.3
2021,SEP,Urban,Food and Non- Alcoholic Beverages,139.8
2021,SEP,Urban,Alcoholic Beverages and Tobacco,167.3
2021,SEP,Urban,Clothing and Footware,91.3
2021,SEP,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.8
2021,SEP,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.4
2021,SEP,Urban,Health,125.7
2021,SEP,Urban,Transport,115.0
2021,SEP,Urban,Communication,97.3
2021,SEP,Urban,Recreation Services and Culture,113.0
2021,SEP,Urban,Education,121.8
2021,SEP,Urban,Restaurants and Hotels,134.3
2021,SEP,Urban,Miscellaneous Goods and Services,116.4
2021,SEP,Rural,Total,120.1
2021,SEP,Rural,Food and Non- Alcoholic Beverages,130.3
2021,SEP,Rural,Alcoholic Beverages and Tobacco,174.7
2021,SEP,Rural,Clothing and Footware,98.9
2021,SEP,Rural,"Housing, Water, Electricity, Gas and Other Fuels",113.8
2021,SEP,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.2
2021,SEP,Rural,Health,120.9
2021,SEP,Rural,Transport,112.9
2021,SEP,Rural,Communication,98.7
2021,SEP,Rural,Recreation Services and Culture,112.9
2021,SEP,Rural,Education,115.5
2021,SEP,Rural,Restaurants and Hotels,125.4
2021,SEP,Rural,Miscellaneous Goods and Services,116.5
2021,OCT,Urban,Total,124.2
2021,OCT,Urban,Food and Non- Alcoholic Beverages,140.2
2021,OCT,Urban,Alcoholic Beverages and Tobacco,167.2
2021,OCT,Urban,Clothing and Footware,91.2
2021,OCT,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.9
2021,OCT,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",120.9
2021,OCT,Urban,Health,125.7
2021,OCT,Urban,Transport,115.3
2021,OCT,Urban,Communication,97.3
2021,OCT,Urban,Recreation Services and Culture,112.6
2021,OCT,Urban,Education,121.8
2021,OCT,Urban,Restaurants and Hotels,134.7
2021,OCT,Urban,Miscellaneous Goods and Services,116.8
2021,OCT,Rural,Total,120.8
2021,OCT,Rural,Food and Non- Alcoholic Beverages,130.4
2021,OCT,Rural,Alcoholic Beverages and Tobacco,174.7
2021,OCT,Rural,Clothing and Footware,99.0
2021,OCT,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.0
2021,OCT,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.3
2021,OCT,Rural,Health,121.1
2021,OCT,Rural,Transport,113.1
2021,OCT,Rural,Communication,98.7
2021,OCT,Rural,Recreation Services and Culture,112.2
2021,OCT,Rural,Education,115.5
2021,OCT,Rural,Restaurants and Hotels,125.6
2021,OCT,Rural,Miscellaneous Goods and Services,116.7
2021,NOV,Urban,Total,124.6
2021,NOV,Urban,Food and Non- Alcoholic Beverages,141.1
2021,NOV,Urban,Alcoholic Beverages and Tobacco,167.4
2021,NOV,Urban,Clothing and Footware,91.2
2021,NOV,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.1
2021,NOV,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",121.3
2021,NOV,Urban,Health,125.7
2021,NOV,Urban,Transport,115.6
2021,NOV,Urban,Communication,97.3
2021,NOV,Urban,Recreation Services and Culture,112.6
2021,NOV,Urban,Education,122.0
2021,NOV,Urban,Restaurants and Hotels,135.0
2021,NOV,Urban,Miscellaneous Goods and Services,117.0
2021,NOV,Rural,Total,121.1
2021,NOV,Rural,Food and Non- Alcoholic Beverages,130.7
2021,NOV,Rural,Alcoholic Beverages and Tobacco,174.8
2021,NOV,Rural,Clothing and Footware,99.0
2021,NOV,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.1
2021,NOV,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.7
2021,NOV,Rural,Health,121.0
2021,NOV,Rural,Transport,113.2
2021,NOV,Rural,Communication,98.7
2021,NOV,Rural,Recreation Services and Culture,112.2
2021,NOV,Rural,Education,115.6
2021,NOV,Rural,Restaurants and Hotels,126.3
2021,NOV,Rural,Miscellaneous Goods and Services,116.9
2021,DEC,Urban,Total,125.1
2021,DEC,Urban,Food and Non- Alcoholic Beverages,142.6
2021,DEC,Urban,Alcoholic Beverages and Tobacco,167.3
2021,DEC,Urban,Clothing and Footware,91.2
2021,DEC,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.2
2021,DEC,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",121.6
2021,DEC,Urban,Health,125.7
2021,DEC,Urban,Transport,115.7
2021,DEC,Urban,Communication,97.3
2021,DEC,Urban,Recreation Services and Culture,112.8
2021,DEC,Urban,Education,122.0
2021,DEC,Urban,Restaurants and Hotels,135.6
2021,DEC,Urban,Miscellaneous Goods and Services,117.2
2021,DEC,Rural,Total,121.5
2021,DEC,Rural,Food and Non- Alcoholic Beverages,131.7
2021,DEC,Rural,Alcoholic Beverages and Tobacco,174.8
2021,DEC,Rural,Clothing and Footware,99.0
2021,DEC,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.2
2021,DEC,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",112.9
2021,DEC,Rural,Health,121.2
2021,DEC,Rural,Transport,113.5
2021,DEC,Rural,Communication,98.7
2021,DEC,Rural,Recreation Services and Culture,113.0
2021,DEC,Rural,Education,115.6
2021,DEC,Rural,Restaurants and Hotels,126.6
2021,DEC,Rural,Miscellaneous Goods and Services,117.1
2022,JAN,Urban,Total,125.6
2022,JAN,Urban,Food and Non- Alcoholic Beverages,143.5
2022,JAN,Urban,Alcoholic Beverages and Tobacco,167.5
2022,JAN,Urban,Clothing and Footware,91.2
2022,JAN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.2
2022,JAN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",122.3
2022,JAN,Urban,Health,125.8
2022,JAN,Urban,Transport,116.2
2022,JAN,Urban,Communication,97.3
2022,JAN,Urban,Recreation Services and Culture,113.7
2022,JAN,Urban,Education,122.7
2022,JAN,Urban,Restaurants and Hotels,137.0
2022,JAN,Urban,Miscellaneous Goods and Services,117.4
2022,JAN,Rural,Total,121.8
2022,JAN,Rural,Food and Non- Alcoholic Beverages,132.5
2022,JAN,Rural,Alcoholic Beverages and Tobacco,174.8
2022,JAN,Rural,Clothing and Footware,99.1
2022,JAN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.2
2022,JAN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",113.3
2022,JAN,Rural,Health,121.2
2022,JAN,Rural,Transport,113.6
2022,JAN,Rural,Communication,98.7
2022,JAN,Rural,Recreation Services and Culture,113.7
2022,JAN,Rural,Education,115.6
2022,JAN,Rural,Restaurants and Hotels,127.1
2022,JAN,Rural,Miscellaneous Goods and Services,117.1
2022,FEB,Urban,Total,125.9
2022,FEB,Urban,Food and Non- Alcoholic Beverages,143.8
2022,FEB,Urban,Alcoholic Beverages and Tobacco,167.6
2022,FEB,Urban,Clothing and Footware,91.3
2022,FEB,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.6
2022,FEB,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",122.7
2022,FEB,Urban,Health,126.1
2022,FEB,Urban,Transport,116.4
2022,FEB,Urban,Communication,97.3
2022,FEB,Urban,Recreation Services and Culture,114.2
2022,FEB,Urban,Education,122.8
2022,FEB,Urban,Restaurants and Hotels,137.6
2022,FEB,Urban,Miscellaneous Goods and Services,117.7
2022,FEB,Rural,Total,122.0
2022,FEB,Rural,Food and Non- Alcoholic Beverages,132.6
2022,FEB,Rural,Alcoholic Beverages and Tobacco,174.8
2022,FEB,Rural,Clothing and Footware,99.2
2022,FEB,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.5
2022,FEB,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",113.4
